Name,Role,Company,Rating,Reviews,Price,Country,Bio,Skills,Top Mentor,Quick Responder,Spots Left,url
YULIA ARELLANO🇫🇷,Career coach // Affiliate Marketing Manager,Lifeboost,5,13,200,France,Empowering Careers and Elevating Affiliate Marketing Strategies | Multilingual Coach 🚀 Ready to take your career or affiliate marketing efforts to ne...,"Affiliation Marketing, Career Coach, Digital Marketing, Monetize Content, Cv Writing, Entrepreneurship",No,Yes,,https://mentorcruise.com/mentor/yuliaarellano/?queryID=547550a6839c89d5872da9745470de5a&source=search
Alex Turnbull,UX Consultant,FREE INTRO CALL,5,7,150,United Kingdom,"🎁 FREE INTRO CALL: Set up a free 20 minute introductory call here: https://cal.mentorcruise.com/alexturnbull/free-introductory-call Hi, I'm Alex 👋 I...","UX Design, UX/UI, User Interface, Design Thinking, Web Design, Business Strategy",No,Yes,,https://mentorcruise.com/mentor/alexturnbull/?queryID=547550a6839c89d5872da9745470de5a&source=search
Mindaugas Gudeliūnas🇱🇹,Lead Frontend Developer,1stdibs.com,5,7,240,Lithuania,"Lead Frontend Developer with more than 8 years of experience in web and frontend development, working with React across different organisations. At th...","React, Frontend, Frontend Development, Web Development, Clean Code, Frontend Testing",No,Yes,,https://mentorcruise.com/mentor/mindaugasgudeliunas/?queryID=547550a6839c89d5872da9745470de5a&source=search
Alexander Estner🇩🇪,Founder / Startup Mentor,Eversports/ Strydal/ Classcamp/ Working on new start-up right now,5,8,700,Germany,"As a freelance startup consultant, I help early-stage B2B SaaS founders quickly grow their business from 0€ (pre-revenue) to 1.000.000€ ARR with a pow...","Sales, Fundraising, Growth, Business Development, Marketing, Product Market Fit",No,Yes,,https://mentorcruise.com/mentor/alexanderestner/?queryID=547550a6839c89d5872da9745470de5a&source=search
Hamza Arif🇩🇪,Senior Process Excellence Manager,Agilent Technologies,5,6,70,Germany,"Hey there. Let's cut through the noise for a minute. You know that feeling when you're so close to breakthrough, but something's just... missing? Mayb...","Career Development, Career Coaching, Process Improvement, Problem Solving, Root Cause Analysis, Process Management",No,Yes,,https://mentorcruise.com/mentor/hamzaarif/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Lewis Gavin,Data Architect,easyfundraising.org.uk,5,5,140,United Kingdom,Learn everything you need to know in your own pace with my data career course (it's cheaper than a months mentoring!) --> https://next-level-data.mail...,"Data Engineering, Data Science, Python, SQL, Software Engineering, Software Architecture",No,Yes,,https://mentorcruise.com/mentor/lewisgavin/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Sam Tarokh🇸🇪,Senior Product Manager,DoorDash/Wolt,5,4,120,Sweden,"With a diverse background in building and shipping products across various roles and industries, I am currently focused on improving the payments capa...","Product Management, Product Discovery, Product Strategy, Product Roadmap, Team Leadership, Okr",No,Yes,,https://mentorcruise.com/mentor/samtarokh/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Sandi Conroy,Data Leader & Career Coach,,5,4,120,United Kingdom,"Hi, I'm Sandi, I've spent 15+ years in the Data & Management space. (Previously at Meta, Workday, Neustar, GEICO) My passion for helping individuals b...","Management, Manager, Data Science, Feedback, Negotiation, Interview",No,Yes,,https://mentorcruise.com/mentor/sandiconroy/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Andy Huynh,Software Engineer,Kry,5,4,120,United Kingdom,"👋 Welcome! I'm Andy, a self-taught developer with a unique background in paediatric nursing and recruitment. In 6 months, I successfully transitioned...","JavaScript, Frontend, Typescript, React, Web Development, Product Management",No,Yes,,https://mentorcruise.com/mentor/andyhuynh/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Raquel Santos🇵🇹,Associate General Manager,,5,2,50,Portugal,Hi there 👋 I'm Raquel and my goal is to help first-time founders start their businesses. As a previous founder and previous COO at a startup incubato...,"Startup, Entrepreneurship, Community, Pitch Deck, Idea Validation, Business",No,Yes,,https://mentorcruise.com/mentor/raquelsantos/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Sabrina Duda,Principal UX Researcher,The Stepstone Group,5,3,170,United Kingdom,"Hello, nice to meet you! I am Sabrina, in UX since 1998. I have mentored many UX Professionals over the past years, and helped them to get better jobs...","User Research, Portfolio Review, Mock Interviews, CV Review, Career Guidance, Job Search",No,Yes,,https://mentorcruise.com/mentor/sabrinaduda/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Márcia Monteiro🇵🇹,COO,Interventional Systems,5,3,160,Portugal,"⚙️ As an avid enthusiast of all things operations, I bring a wealth of experience and expertise to the table. With a diverse background in startup env...","Remote Work, Async Teams, Operations, Customer Service, Customer Success, Project Management",No,Yes,,https://mentorcruise.com/mentor/mrciamonteiro/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Carlos Mota🇵🇹,GDE & Lead Software Engineer,AvanceeSoftware,5,2,150,Portugal,Carlos Mota is an Android GDE. He can easily be spotted either working on Android applications written in Kotlin or developing them along with Kotlin ...,"Android, Android Development, Kotlin, Kotlin Multiplatform, Public Speaking, Remote Work",No,Yes,,https://mentorcruise.com/mentor/carlosmota/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Matej Kukucka🇸🇰,Head of Marketing,StreamBee,5,3,200,Slovakia,"I am a Co-Founder and Chief Marketing Officer of StreamBee. It's a startup that empowers the live-streaming industry with smart, actionable analytics ...","SEO, Management, SaaS, Growth Hacking, Data Analytics, Project Management",No,Yes,,https://mentorcruise.com/mentor/MatejKukucka/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Reza Najafi🇸🇪,Senior Android Engineer,Spotify,5,2,70,Sweden,"With 14+ years of experience in Android development, I am a seasoned engineer who can build cutting-edge native apps for various domains, such as stre...","Android, Kotlin, JetPack Compose, Solid, Clean Code, Software Architecture",No,Yes,,https://mentorcruise.com/mentor/rezanajafi/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Andrew Cooper,Sales Engineer,Nymi (Leading Pharma-Tech Start up),0,0,40,United Kingdom,"Hi, I'm Andrew! 👋 Navigating a career in tech can be challenging, especially if you're not following a traditional path. I'm based in London and have...","Sales Engineering, Sales Engineer, Solution Architect, Solution Engineer, Sales, Coaching",No,Yes,,https://mentorcruise.com/mentor/andrewcooper/?queryID=c8fffc8586fa053adfe0cd2ff7bb6ffc&source=search
Yana Maeva🇩🇪,Head of People / Career Coach,,5,1,240,Germany,I spent over a decade in various leadership HR roles within tech startups and SMEs. I possess a solid understanding of business needs and the decision...,"HR, Leadership, Career Coaching, Career Development, Career Change, Team Leadership",No,Yes,,https://mentorcruise.com/mentor/yanamaeva/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Abdellah Rolam🇦🇪,Design Consultant,rolam+collective™,5,1,200,United Arab Emirates,My name is Rolam and I'm a design consultant with a background in branding and identity design. In recent years I've expanded my skill set to include ...,"Branding, UI Design, UX/UI, Project Management, Design, Marketing",No,Yes,,https://mentorcruise.com/mentor/abdellahrolam/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Gabor Kalmar🇳🇱,Global Cloud Platform Architect,Ahold Delhaize,5,1,240,Netherlands,"I am passionate about growing professional skills & looking for opportunities to innovate is part of my daily routine, focusing on operational excelle...","Azure, Azure Networking, Cloud Infrastructure, DevOps, Networking, Vmware",No,Yes,,https://mentorcruise.com/mentor/gaborkalmar/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Livio Marcheschi🇩🇪,Director of Product | Certified Coach for Career transition & development,,5,1,160,Germany,"👋 Hi I’m Livio, product professional with 10+ years of experience in growth & early-stage YC backed companies. Specialised in growth product manageme...","Product Management, Product Strategy, Growth, Career, Business Strategy, Career Growth",No,Yes,,https://mentorcruise.com/mentor/liviomarcheschi/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Serdar Senay,Fractional CTO,,5,1,220,United Kingdom,"TLDR: Leveraging a rich background as a technical founder, I bring to the table unparalleled expertise in: - Precisely identifying your product-market...","Software Architecture, Software Development, Startup, Product Strategy, Engineering Leadership, Web3",No,Yes,,https://mentorcruise.com/mentor/serdarsenay/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Dennis Bijo,Principal Software Engineer,Dell Secureworks,5,1,30,United Kingdom,Senior Engineer who can help you land a job in Tech with Visa Sponsorship. I've done it twice and so can you! Let's catch up and get collaborating!...,"Java, AWS, GCP, Resume, Interview, Go",No,Yes,,https://mentorcruise.com/mentor/dennisbijo/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Thomas Seropian,Principal Software Engineer,,5,1,120,United Kingdom,"Hello, I'm Thomas, a Principal Software Engineer for a creative digital studio and a dedicated mentor ready to guide you on your career journey. Wheth...","Software Engineering, System Design, Node.js, AWS, Typescript, Team Lead",No,Yes,,https://mentorcruise.com/mentor/thomasseropian/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Sabrina Wunsch🇦🇹,HR Director,L’Orèal,5,3,160,Austria,"Drawing upon my extensive experience of over 10 years in Human Resources leadership, I have had the privilege of collaborating with a diverse array of...","Hr Director, Career Coach, Public Speaking, Yoga Teacher, Recruiting, Cv Review",No,Yes,,https://mentorcruise.com/mentor/sabrinawunsch/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Vittorio Romeo🇮🇹,Senior Software Engineer and Technical Trainer,Bloomberg,5,7,160,Italy,Hello! I'm a passionate Modern C++ enthusiast representing Italy on the ISO C++ Standard Committee and teaching C++ professionally. My dual commitment...,"C++, C, Game Development, C++11, C++14, C++17",No,Yes,,https://mentorcruise.com/mentor/vittorioromeo/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Daniel Ross,Founder & CEO,The Sports Business Syndicate Group,0,0,240,United Kingdom,"Hi everyone and welcome to my profile! Over the last decade, I have mentored people of all backgrounds, from all over the world, from start-up founder...","Product Roadmap, Pitch Deck, Fundraising, Community, Career Growth, Podcast",No,Yes,,https://mentorcruise.com/mentor/danielross/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Ali Derregia,Product Manager,Connectd,0,0,180,United Kingdom,Rich early stage startup experience. Currently in a product role in one of Linkedin's top 10 UK startups....,"Product, Product Management, Product Strategy, Product Design, Sales, Agile",No,Yes,,https://mentorcruise.com/mentor/aliderregia/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Lilymae Prescott,UX Designer,Sky,0,0,70,United Kingdom,"I’m a UX Design professional with over 4 years of experience in the industry, working for big brands such as Sky, NatWest and Nissan to elevate their ...","Interview Prep, UX Design, UX Research, Product Design, Cv Review, Portfolio",No,Yes,,https://mentorcruise.com/mentor/lilymaeprescott/?queryID=bc55012e221dd20154095f3f9a3693de&source=search
Dennis Kevogo,Co-founder and Chief Data Officer,Prescott Data,0,0,240,United Kingdom,"Dennis is a Subject Matter Expert Certified Data Management Professional (SME CDMP) at Data Strategy Professionals, where he advances data management ...","AI, Data Analytics, MLops, Data Governance, Ai Governance, Lean Startup",No,Yes,,https://mentorcruise.com/mentor/denniskevogo/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Goncalo Catalao🇵🇹,Product Marketing Manager,Vodafone,5,3,170,Portugal,"Hi, I’m Goncalo - a Product Marketing Manager with over 6 years of experience. I translate tech complexities into accessible consumer narratives. I wi...","Product Marketing, Marketing, Marketing Strategy, Content Marketing, Growth Marketing, Digital Marketing",No,Yes,,https://mentorcruise.com/mentor/goncalocatalao/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Shweta Thapa🇪🇸,Security Specialist Solution Architect,Amazon Web Services,5,3,120,Spain,"As a Solutions Architect and Telecommunications Engineer with a Master's in Systems Engineering, I've dedicated my career to driving innovation and em...","AI, Deep Learning, Leadership, Machine Learning, Cloud Computing, AWS",No,Yes,,https://mentorcruise.com/mentor/shwetathapa/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Gareth Emery🇸🇪,Head of Design,Benify,5,2,40,Sweden,"Hi! I'm Gareth! 👋🏼 I'm a highly experienced multi-disciplinary designer with over 15 years of diverse experience. Throughout my career, I have worke...","Product Design, Branding, UX/UI, Design System, Design, Figma",No,Yes,,https://mentorcruise.com/mentor/garethemery/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Shanice Jackson,Process Improvement Manager,Digitally Organic / Ex-Amazon/ Ex-Barclays,5,2,100,United Kingdom,"Hi, I'm Shanice! I am a Process Improvement Manager for Amazon (Prior to this I worked for Barclays Bank) and a Green Belt in Lean Six Sigma. My exper...","Process Improvement, Six Sigma, Lean Six Sigma, Continuous Improvement, Project Management, Business",No,Yes,,https://mentorcruise.com/mentor/shanicecameronrichards/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Sven Ripper🇩🇪,Fractional CMO & Advisor,Mauna Kea Koru,5,1,220,Germany,Global CMO with 24 years of expertise in inspiring teams to realize their full potential. A company builder with experience scaling organizations at d...,"Marketing, Digital Marketing, Leadership, Management, Marketing Strategy, Startup",No,Yes,,https://mentorcruise.com/mentor/svenripper/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Stéfan Cruçon🇩🇪,CRM MarTech Mobile Channels Owner,Klarna,0,0,120,Germany,"With an exceptional track record that spans companies like Klarna, Zalando, and HelloFresh, I have developed a deep expertise that bridges UX design, ...","CRM, Marketing, Product Management, User Research, User Testing, Marketing Strategy",No,Yes,,https://mentorcruise.com/mentor/stefancrucon/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Mike Pryke,Chief Revenue Officer,,0,0,80,United Kingdom,"Hey, my name's Mike and I'm a twice-exited Founder, C-Suite executive and mentor with more than 15 years experience working across multiple industries...","Go To Market, Lean Startup, Product-Market Fit, Fundraising, Growth, Sales",No,Yes,,https://mentorcruise.com/mentor/mikepryke/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Moien Tajik🇳🇱,Principal Software Engineer,AIHR,5,1,220,Netherlands,"Hi there! I'm Moien Tajik, and I'm thrilled at the prospect of mentoring you. With over a decade of experience in software engineering, I specialize i...",".NET, C#, Microservices, Software Architecture, System Design, Distributed Systems",No,Yes,,https://mentorcruise.com/mentor/moientajik/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Joana Santos🇵🇹,Data Science Lead,Microsoft,5,3,240,Portugal,"As a seasoned data science lead with two decades of research and industry experience, I offer mentees and startups comprehensive expertise and coachin...","Artificial Intelligence, Business Strategy, Python, Statistics, Machine Learning, Azure",No,Yes,,https://mentorcruise.com/mentor/joanasantos/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Alex Andronic,Business Intelligence Manager,Tesco,5,12,180,United Kingdom,Well-rounded data professional with 20 years of experience in building data and digital products. Curiosity and adaptability are my two strongest poin...,"Data Strategy, Data Visualisation, Analytics, Building Data Communities, Data Automation, Data Analysis",No,Yes,,https://mentorcruise.com/mentor/AlexAndronic/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Lissele Pratt,Co-Founder & Chief Growth Officer,Capitalixe,4,1,270,United Kingdom,"About Me: I'm dedicated to helping aspiring entrepreneurs and professionals succeed, particularly those in male-dominated industries. My journey, mark...","Business Development, Sales, Strategy, Personal Branding, Entrepreneurship, B2B Sales Strategy",No,Yes,,https://mentorcruise.com/mentor/lisselepratt/?queryID=bb7131eb5af5c29d2531b838286c3500&source=search
Navid Scheybani🇩🇪,"Hiring Manager | Team Lead in Data, Product, Marketing",Meta,5,10,70,Germany,"Hello there, Are you in search of a seasoned mentor who can provide tailored guidance without the hassle of scouring through endless options? Look no ...","Growth Marketing, Data Analytics, Career, Tableau, Data Visualization, Leadership",No,Yes,,https://mentorcruise.com/mentor/navidscheybani/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Erfan Ebrahimnia🇦🇹,"Lead Developer, Ex-Canva",,5,8,150,Austria,👋 Hello there! I'm a Full Stack Engineer with over 11 years of experience in Web Development. I also teach Frontend Technologies part-time at a unive...,"Next.js, React, TypeScript, NodeJS, CSS, HTML",No,Yes,,https://mentorcruise.com/mentor/erfanebrahimnia/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Samuel Rafini🇳🇱,Software Engineer,Box,5,30,90,Netherlands,I'm a software engineer currently working at Box. I am responsible for web or mobile applications and servers mainly with React / Angular / Vue and No...,"React, JavaScript, Typescript, Jest, NodeJS, Frontend",No,Yes,,https://mentorcruise.com/mentor/SamuelRafini2/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Alva Rani James🇩🇪,Senior Bioinformatics Data scientist,Centogene,5,4,90,Germany,"Key points - Mastering Data Science, Bioinformatics, Machine Learning, and Statistics with my expert guidance. - Balancing academia and real-world exp...","Bioinformatics, Snakemake, Personal Development, R-programming, Data Scientist, Linux",No,Yes,,https://mentorcruise.com/mentor/alvaranijames/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Souhail Mssassi🇲🇦,Senior Security Researcher | Blockchain Instructor | Blockchain Mentor | Speaker,,5,6,150,Morocco,"With over a decade of experience in cybersecurity, I specialize as a Senior Security Researcher in application security, cryptography, and the securit...","Blockchain, Security, Pentest, Blockchain Security, Solidity, Ethical Hacking",No,Yes,,https://mentorcruise.com/mentor/souhailmssassi/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Ali Mashhadi,Product Leader,Amazon,5,2,70,United Kingdom,💡 ✅ Want to switch into a Product role? Want to grow into your Product career or find a FAANG role? Do you need help achieving success in your career...,"Product Management, Product Design, Business Analysis, Product, Design, Career Growth",No,Yes,,https://mentorcruise.com/mentor/alimashhadi/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Ido Cohen,Founder,Fluento,5,1,120,United Kingdom,"Hey, I'm Ido, founder of Fluento, a generative AI language learning platform. My journey spans from tech giants to startups, always at the forefront o...","Product Management, Stakeholder Management, Product Strategy, Leadership, Startup, Prioritization",No,Yes,,https://mentorcruise.com/mentor/idocohenXz/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Hamza Rhibi🇮🇪,Site Reliability Engineer,Google,5,1,60,Ireland,"My 5 years of experience span diverse industries like bioinformatics, cloud computing, and Search. Experienced technical interviewer, offering support...","Interview, Software Engineering, System Design, Big Data, Cloud Computing, Data Engineering",No,Yes,,https://mentorcruise.com/mentor/hamzarhibi/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Uwe Weinreich🇩🇪,Serial Entrepreneur | CEO | Mentor | Investor | Interim Executive,Various B2B Companies (Platform/SaaS Models),5,9,90,Germany,"There is not much I can do. My design abilities are lousy, and my coding skills create severe security risks. But there is one thing I have mastered a...","Entrepreneurship, Go To Market, Strategy, Business Strategy, Business Model, Startup",No,Yes,,https://mentorcruise.com/mentor/uweweinreich/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Thomas Janhonen🇫🇮,"Developer, Architect and Entrepreneur",Thriv,5,2,120,Finland,In the late 1990s I built a public website for my school at the time. It was a true fascination that a kid from some tiny village in the middle of now...,"Software Engineering, Architecture, Typescript, Leadership, Svelte, Vue",No,Yes,,https://mentorcruise.com/mentor/thomasjanhonen/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Auws Al-Gaboury,Creative Producer & Content Strategist,Hyper Film,5,3,70,United Kingdom,"I own a London based production company and have created social media content for some of the worlds largest brands including Nike, Adidas, Flo, Sofa....","Creative, Video, Social Media, Content Strategy, Advertising, Social Media Marketing",No,Yes,,https://mentorcruise.com/mentor/auwsal-gaboury/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Raffaele Miele🇮🇹,Head of Data Science | Adjunt Professor,"Crisma srl, Unimercatorum, University of Naples Federico II",5,67,180,Italy,"Key Points: - I'm quite expert in Data Science, Machine Learning, Artificial Intelligence and Statistics. - I have strong technical background. I was,...","Machine Learning, Data Science, Artificial Intelligence, R, Python, Statistics",No,Yes,,https://mentorcruise.com/mentor/RaffaeleMiele/?queryID=bf8e089d40857dd5302385f4ad458387&source=search
Matthew Morgante,Engineering Manager,Meta,5,4,120,United Kingdom,"Software Engineering Manager at Meta with experience working as an Individual Contributor, Team Lead, and managing multiple teams. I've worked in both...","Engineering, Ruby, JavaScript, PHP, Laravel, AWS",No,Yes,,https://mentorcruise.com/mentor/matthewmorgante/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Davide Di Domenico🇳🇱,Senior Technical Program Manager,Booking.com,5,3,350,Netherlands,I'm a results-driven Technical Leader with an MBA and a solid 10 years of experience working on IT solution development projects for corporations. I'v...,"Program Management, Technical Leadership, Project Management, PMP, Leadership, Interview Preparation",No,Yes,,https://mentorcruise.com/mentor/davidedidomenico/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Maurizio Abba,Senior Engineering Manager,Cloudflare,5,1,120,United Kingdom,"Hi everyone! My name is Maurizio. I'm currently leading the CDN teams at Cloudflare. In short, my teams maintain the core systems that keep over 20% o...","Career Coaching, Performance Management, Leadership, Distributed Systems, Career Growth, Management",No,Yes,,https://mentorcruise.com/mentor/maurizioabba/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Ian Lowther,Senior Marketing Consultant and Founder,,5,2,120,United Kingdom,I'm a senior Marketing Consultant and Founder with over 18 years experience delivering significant commercial results within the online sports betting...,"Marketing, Digital Marketing, Product Marketing, Content Marketing, Growth Marketing, Marketing Strategy",No,Yes,,https://mentorcruise.com/mentor/ianlowther/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Ricardo Pinho🇳🇱,Senior Central Operations Manager,Uber || Ex-Amazon,5,2,180,Netherlands,"I've always asked myself: Why can't we manage ourselves like we manage companies? 💻 This is why I've built a Productivity Framework for myself, that ...","Productivity, Negotiation, Project Management, Operations, Personal Finance, Lean",No,Yes,,https://mentorcruise.com/mentor/ricardopinho/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Steven Vaile🇫🇷,CEO,WhizWang SAS,5,1,360,France,"Hi my name is Steve, I am available to help new cybersecurity, quantum, and AI startups find their foothold in Europe....","Organisational Leadership, Strategy, Sales, Marketing, Business Strategy, Digital Marketing",No,Yes,,https://mentorcruise.com/mentor/stevenvaile/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
David Marsh,"Director, Product Support",Bullhorn,5,1,170,United Kingdom,"Hello! I'm David, a seasoned tech leader and certified coach. I am super passionate about mentoring and guiding individuals towards their potential. W...","Customer Experience, Promotion, Leadership Development, Coaching, Strategic Planning, Performance Management",No,Yes,,https://mentorcruise.com/mentor/davidmarsh/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Onur Cipe🇹🇷,Co-founder & CTO,dolphinOS,5,1,470,Türkiye,"Hey, I'm Onur 👋, a computer scientist 👨‍💻, co-founder & CTO at dolphinOS 🐬, and master's student with a specialization in ML at Georgia Tech 🐝. W...","Computer Science, Artificial Intelligence, AI, Machine Learning, ML, Quantum Computing",No,Yes,,https://mentorcruise.com/mentor/onurcipe/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Aleksei Podkidyshev🇷🇸,Machine Learning Engineer,Microsoft,5,1,300,Serbia,"#Career Path * Started as an intern at Tinkoff Bank – best IT bank in Russia, progressed to a Middle+ engineer at Microsoft (currently working at Micr...","Machine Learning, Python, Natural Language Processing, Distributed Systems, FAANG, Data Science",No,Yes,,https://mentorcruise.com/mentor/alekseipodkidyshev/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Nathan Webster,Cloud / DevOps Mentor & Managing Consultant,,5,18,480,United Kingdom,"Are you looking for an experienced mentor who can guide you in the Cloud & DevOps space, assist you in advancing your career, or provide support durin...","DevOps, Cloud, AWS, Leadership, Consulting, Agile",No,Yes,,https://mentorcruise.com/mentor/nathanwebster/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Darko Pranjic🇭🇷,Senior Software Developer,NearForm,0,0,150,Croatia,"Hi all, I’m a self-taught senior software developer who loves coding, learning, and mentoring. I switched careers in 2017, after working as a computer...","NodeJS, JavaScript, React, AWS, Typescript, Web Development",No,Yes,,https://mentorcruise.com/mentor/darkopranjic/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Dimitris Vakrinos,Brand Designer & Strategic Partner,"Freelancer, Netflix, Disney+, Amazon",0,0,80,Greece,"I’m Dimitris Vakrinos—though most people know me as Vakri. I’ve built a multi-faceted career in Brand Design, Strategy, and Localization Design, worki...","Branding, Freelancing, Brand Strategy, Graphic Design, Web Design, Design",No,Yes,,https://mentorcruise.com/mentor/dimitrisvakrinos/?queryID=15285a4112a182ae6c3ca966a3f3dfd1&source=search
Lukas Rudrof🇩🇪,Webdesigner,Freelancer,0,0,290,Germany,"Hi, I'm Lukas Rudrof a freelance web designer from Nuremberg with a working experience of 8+ years. I create functional websites with Webflow to incre...","WebDesign, UI/UX, Website, Webflow, UI, UX",No,Yes,,https://mentorcruise.com/mentor/lukasrudrof/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Gaby Turner,Content Strategist,Freelance,0,0,120,United Kingdom,"Through real life project work, discussion topics, canvases and feedback, I work with mentees who want to take an active, structured approach to devel...","UX Writing, Content Strategy, Migration, Digital Marketing, Project Management, Marketing",No,Yes,,https://mentorcruise.com/mentor/gabyturner/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Xavier MAIA🇫🇷,CEO,Maxus Holding,0,0,350,France,"Tech startupper/CEO, lived 10 years in the UK/US, I did go through the various ups and downs of raising funds, finding the right associates, hire the ...","Strategy, Startup, Fundraising, Sales, Career Coaching, Innovation",No,Yes,,https://mentorcruise.com/mentor/xaviermaia/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Hugo Macedo🇵🇹,Advisor on Product Marketing,,0,0,170,Portugal,"Hello, I'm Hugo. With over a quarter-century immersed in marketing, product innovation, and strategy, I've been at the heart of transformative growth ...","Marketing, Product Marketing, Strategy, B2B, Tech, SaaS",No,Yes,,https://mentorcruise.com/mentor/hugomacedo/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Mahmoud Zalt🇳🇱,Expert AI Software Engineer | Tech Visionary | Founder,Sista AI,0,0,150,Netherlands,"Hello there, I’m Zalt! After many years of offering free mentorship, I’ve recently found the demand has grown beyond what I can manage. To continue su...","Software Engineering, Communication, Leadership, Technical Leadership, Startups, AI",No,Yes,,https://mentorcruise.com/mentor/mahmoudzalt/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Matthias Isler🇨🇭,Fractional CTO,,0,0,360,Switzerland,"I bring 20 years of software engineering experience, with 10 years as a CTO. I've co-founded startups and achieved a successful exit, scaling SaaS and...","Software Engineering, Software Architecture, SaaS, AI, Machine Learning, Cloud",No,Yes,,https://mentorcruise.com/mentor/matthiasisler/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Rafaela Sousa,Recruitment Lead / Career Coach,ex-Wise,0,0,360,United Kingdom,"With over 8 years of experience in the tech industry, I have successfully placed more than 400 candidates in some of the most exciting start-ups and s...","Career Coaching, Career Development, Career Change, Resume Review, Personal Branding, Start Up",No,Yes,,https://mentorcruise.com/mentor/rafaelasousa/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Robert Jay,CMO,Simply Sales and Marketing,0,0,120,United Kingdom,I've worked for nearly 20 years within marketing and publishing. Having worked my way up from a marketing executive to CMO. My skills and passion are ...,"Marketing Strategy, Marketing, Content Marketing, Career Development, Career Coaching, Career",No,Yes,,https://mentorcruise.com/mentor/robertjay/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Svilen Stefanov🇨🇭,Senior software engineer,Oracle,0,0,100,Switzerland,"Hi! My name is Svilen and I am a Senior Software Engineer at Oracle, Switzerland. I offer mentorships on a variety of topics, particularly for people ...","FAANG, Software Development, Career Growth, Software Architecture, Software Engineering, Productivity",No,Yes,,https://mentorcruise.com/mentor/svilenstefanov/?queryID=e0b078291106a80fda20ba952beac34d&source=search
